CONTACT_CARD_ID,ENFORCEMENT_TYPE_CD,GANG,GANG_OTHER_I,GANG_OTHER,lat,lon
20118938,,,,,41.88540,-87.70625
20118931,,,,,41.88540,-87.70625
20118969,,,,,41.88540,-87.70625
20118967,,,,,41.88540,-87.70625
20118966,,,,,41.88540,-87.70625
20119236,ANOV,,,,41.88374,-87.69759
20119756,ARR,,,,41.88357,-87.70619
20119764,ANOV,,,,41.88357,-87.70619
20122031,,,,,41.88540,-87.70625
20122027,,,,,41.88540,-87.70625
20124916,,,,,41.88761,-87.69908
20125655,,,,,41.88416,-87.69883
20127868,ARR,,,,41.88368,-87.69265
20127909,ANOV,,,,41.88374,-87.69759
20128781,,,,,41.88356,-87.70580
20128885,ANOV,,,,41.88356,-87.70578
20128877,ANOV,,,,41.88356,-87.70578
20129525,ARR,,,,41.88374,-87.69759
20131015,,,,,41.88362,-87.70625
20131019,,,,,41.88362,-87.70625
20131288,,,,,41.88551,-87.69641
20133533,ARR,,,,41.88536,-87.70133
20133953,ARR,,,,41.88536,-87.70133
20133952,,,,,41.88536,-87.70133
20133530,,,,,41.88536,-87.70133
20134951,ARR,,,,41.88760,-87.70013
20135891,ANOV,,,,41.88356,-87.70580
20136151,ANOV,,,,41.88356,-87.70580
20136589,,,,,41.88374,-87.69759
20145696,,,,,41.88564,-87.70379
20148684,ARR,,,,41.88551,-87.69641
20149602,,,,,41.88356,-87.70580
20155493,,,,,41.88589,-87.70627
20155669,,,,,41.88756,-87.70280
20157516,ARR,,N,,41.88416,-87.69883
20158172,,,,,41.88356,-87.70576
20158162,ANOV,,,,41.88356,-87.70578
20158165,ANOV,,,,41.88356,-87.70578
20160742,,,,,41.88543,-87.70379
20160748,,,,,41.88543,-87.70379
20161518,ANOV,,,,41.88356,-87.70578
20162348,,,,,41.88421,-87.70375
20167370,,,,,41.88760,-87.70018
20168656,,,,,41.88356,-87.70576
20170302,,,,,41.88356,-87.70580
20172302,ANOV,,,,41.88356,-87.70578
20172627,ANOV,,,,41.88355,-87.70572
20173469,ARR,INFORMATION FROM A CONFIDENTIAL INFORMANT,Y,INFORMATION FROM A CONFIDENTIAL INFORMANT,41.88416,-87.69883
20177023,,,,,41.88356,-87.70580
20179530,,,,,41.88374,-87.69759
20179540,,,,,41.88374,-87.69759
20179531,,,,,41.88374,-87.69759
20180163,ANOV,,,,41.88355,-87.70574
20181775,,,,,41.88368,-87.69317
20187853,OTH,,,,41.88592,-87.70380
20191769,ANOV,,,,41.88356,-87.70576
20191768,,,,,41.88356,-87.70576
20192071,,,,,41.88356,-87.70576
20192076,,,,,41.88356,-87.70576
20192070,,,,,41.88356,-87.70576
20192896,ANOV,,,,41.88355,-87.70557
20192857,ARR,,,,41.88355,-87.70557
20193017,ANOV,,,,41.88409,-87.70621
20193115,,,,,41.88355,-87.70553
20195542,ANOV,,,,41.88355,-87.70570
20197980,ANOV,,,,41.88411,-87.70621
20198362,,,,,41.88356,-87.70578
20198343,ANOV,,,,41.88411,-87.70621
20199443,,,,,41.88356,-87.70580
20199445,,,,,41.88356,-87.70580
20200081,,,,,41.88703,-87.69891
20199570,ANOV,,,,41.88362,-87.70620
20199569,ANOV,,,,41.88362,-87.70620
20199959,,,,,41.88362,-87.70620
20199960,,,,,41.88362,-87.70620
20200025,,,,,41.88356,-87.70580
20200286,,,,,41.88355,-87.70572
20200292,ANOV,,,,41.88355,-87.70572
20201126,,,,,41.88545,-87.70148
20201127,,,,,41.88545,-87.70148
20201128,,,,,41.88419,-87.69807
20201918,,,,,41.88426,-87.70466
20202419,ANOV,,,,41.88356,-87.70580
20202406,ARR,,,,41.88703,-87.69891
20202992,ANOV,,,,41.88355,-87.70551
20202994,,,,,41.88362,-87.70625
20202993,,,,,41.88362,-87.70625
20204806,,,,,41.88342,-87.69758
20204816,,,,,41.88353,-87.69881
20204812,,,,,41.88353,-87.69881
20206007,,,,,41.88416,-87.70621
20206004,,,,,41.88416,-87.70621
20205981,,,,,41.88402,-87.70621
20013144,,,,,41.88071,-87.69760
20014869,,,,,41.87972,-87.70117
20017117,,,,,41.87922,-87.69870
20018359,ANOV,,,,41.87920,-87.70115
20019557,,,,,41.88197,-87.69877
20021619,,,,,41.87689,-87.69740
20021618,,,,,41.87689,-87.69740
20022520,ARR,,,,41.87874,-87.70114
20022922,ARR,,,,41.87922,-87.69886
20023458,,,,,41.88197,-87.69877
20023473,,,,,41.88040,-87.69871
20023474,,,,,41.88040,-87.69871
20023478,,,,,41.88040,-87.69871
20025298,,,,,41.87925,-87.69694
20026152,,,,,41.87666,-87.69740
20026226,,,,,41.88040,-87.69871
20027660,,,,,41.88197,-87.69877
20027646,ANOV,,,,41.88197,-87.69877
20027647,ANOV,,,,41.88197,-87.69877
20027654,,,,,41.88197,-87.69877
20031076,ARR,,,,41.88196,-87.69982
20031190,,,,,41.88071,-87.69760
20033956,,,,,41.88197,-87.69877
20033958,ANOV,,,,41.88197,-87.69877
20034796,PSC,,,,41.87874,-87.70114
20034803,ARR,,,,41.87922,-87.69870
20038341,,,,,41.87922,-87.69870
20038338,ARR,,,,41.87922,-87.69870
20038566,,,,,41.87641,-87.69862
20039013,,,,,41.88105,-87.69873
20039526,,,,,41.87972,-87.70117
20039832,,,,,41.87922,-87.69870
20040319,,,,,41.88040,-87.69871
20040618,,,,,41.88197,-87.69877
20040617,,,,,41.88197,-87.69877
20040838,,,,,41.87924,-87.69727
20042505,,,,,41.87922,-87.69870
20043848,ANOV,,,,41.88197,-87.69877
20044413,,,,,41.87972,-87.70117
20045329,,,,,41.88195,-87.70023
20045590,ARR,,N,,41.87945,-87.69870
20045691,PSC,,,,41.87828,-87.70113
20048962,,HE SELF ADMITTED HIS ASSOCIATION,Y,HE SELF ADMITTED HIS ASSOCIATION,41.88040,-87.69871
20051597,ANOV,,,,41.87640,-87.69985
20052921,,,,,41.87922,-87.69870
20053691,,,,,41.88197,-87.69897
20053699,,,,,41.88197,-87.69897
20053899,ARR,,,,41.88197,-87.69877
20054276,,,,,41.87640,-87.69985
20054268,,,,,41.87640,-87.69985
20054273,,,,,41.87640,-87.69985
20054271,,,,,41.87640,-87.69985
20054267,,,,,41.87640,-87.69985
20055296,,,,,41.87922,-87.69870
20057615,,,,,41.87922,-87.69870
20057999,,,,,41.87922,-87.69870
20058447,,,,,41.87922,-87.69870
20058661,ARR,,,,41.87922,-87.69870
20059138,ARR,,,,41.87922,-87.69947
20059590,,,,,41.88165,-87.69876
20060894,,,,,41.87922,-87.69870
20060828,,,,,41.87922,-87.69870
20060967,,,,,41.87922,-87.69870
20061593,,,,,41.88197,-87.69877
20061595,,,,,41.88197,-87.69877
20061598,,,,,41.88197,-87.69877
20061701,ANOV,,,,41.87922,-87.69870
20063125,PSC,,,,41.88197,-87.69877
20063122,,,,,41.88197,-87.69877
20063993,,,,,41.88197,-87.69877
20063994,,,,,41.88197,-87.69877
20068520,ARR,,,,41.87972,-87.70117
20068513,,,,,41.87972,-87.70117
20070307,,,,,41.87922,-87.69870
20070314,,,,,41.87922,-87.69870
20070313,,,,,41.87922,-87.69870
20072128,ARR,,,,41.87924,-87.69745
20072778,,,,,41.87922,-87.69870
20072777,,,,,41.87922,-87.69870
20074339,,,,,41.88197,-87.69877
20074338,,,,,41.88197,-87.69877
20074348,,,,,41.88197,-87.69877
20074191,,,,,41.88197,-87.69877
20074192,,,,,41.88197,-87.69877
20074190,,,,,41.88197,-87.69877
20074196,,,,,41.88197,-87.69877
20076800,ANOV,,,,41.87640,-87.69985
20076793,ANOV,,,,41.87640,-87.69985
20077210,,,,,41.87640,-87.69985
20077217,,,,,41.87640,-87.69985
20077211,,,,,41.87640,-87.69985
20077763,,,,,41.87922,-87.69870
20077762,,,,,41.87922,-87.69870
20077903,,,,,41.87922,-87.69870
20078098,ANOV,UNKNOWN,Y,UNKNOWN,41.88071,-87.69760
20079938,,,,,41.88071,-87.69760
20079939,,,,,41.88071,-87.69760
20080785,,,N,,41.87922,-87.69870
20082733,ARR,,,,41.87920,-87.70115
20083553,,,,,41.87641,-87.69862
20083552,,,,,41.87641,-87.69862
20083833,,,,,41.88105,-87.69873
20083832,,,,,41.88105,-87.69873
20085249,ARR,,,,41.87922,-87.69870
20087774,,,,,41.88040,-87.69871
20088248,,,,,41.87922,-87.69870
20088249,,,,,41.87922,-87.69870
20089571,OTH,,,,41.88152,-87.69876
20089957,,,,,41.88153,-87.69876
20089958,,,,,41.88153,-87.69876
20090606,ARR,,,,41.88197,-87.69877
20090999,,,,,41.88152,-87.69876
20091564,,,,,41.88071,-87.69760
20091563,,,,,41.88071,-87.69760
20093142,,,,,41.88014,-87.69872
20093564,,,,,41.88105,-87.69873
20093725,,,,,41.87922,-87.69870
20093896,,NAME CHECK,Y,NAME CHECK,41.88197,-87.69877
20094085,,,,,41.87922,-87.69870
20095049,,,,,41.87922,-87.69870
20095639,,,,,41.88153,-87.69876
20095649,,,,,41.88153,-87.69876
20096142,,,,,41.87972,-87.70117
20097379,,,,,41.87972,-87.70117
20100207,ARR,,,,41.88197,-87.69877
20101392,,,,,41.87922,-87.69870
20101396,,,,,41.87922,-87.69870
20101395,,,,,41.87922,-87.69870
20101391,,,,,41.87922,-87.69870
20103459,,,,,41.88197,-87.69877
20103458,,,,,41.88197,-87.69877
20107054,ANOV,,,,41.88161,-87.69876
20107174,ARR,,,,41.88040,-87.69871
20107168,ARR,,,,41.88040,-87.69871
20107173,ARR,,,,41.88040,-87.69871
20110145,,,,,41.87922,-87.69870
20110144,,,,,41.87922,-87.69870
20111556,ARR,,,,41.87922,-87.69870
20111554,,,,,41.87922,-87.69870
20111617,,,,,41.87922,-87.69870
20112011,,,,,41.88197,-87.69877
20111989,,,,,41.88197,-87.69877
20112377,,,,,41.88197,-87.69877
20113053,,,,,41.88040,-87.69871
20118358,,,,,41.88197,-87.69877
20118372,,,,,41.88197,-87.69877
20118814,,,,,41.88197,-87.69877
20118817,,,,,41.88197,-87.69877
20118815,,,,,41.88197,-87.69877
20121152,ANOV,,,,41.88152,-87.69876
20121507,PSC,,,,41.87972,-87.70117
20121452,PSC,,,,41.87972,-87.70117
20122351,,,,,41.87922,-87.69870
20122714,,,,,41.88197,-87.69877
20122712,,,,,41.88197,-87.69877
20126637,ANOV,,,,41.87922,-87.69870
20127554,,,,,41.87922,-87.69870
20127701,,,,,41.88197,-87.69877
20127706,,,,,41.88197,-87.69877
20128490,ARR,,,,41.87921,-87.70053
20128389,ARR,,,,41.87921,-87.70053
20129002,,,,,41.88040,-87.69871
20131105,,,,,41.87972,-87.70117
20131106,,,,,41.87972,-87.70117
20135042,ARR,,,,41.87874,-87.70114
20135427,ARR,,,,41.87640,-87.69985
20138549,ARR,,,,41.87922,-87.69870
20140566,,,,,41.87743,-87.69685
20141125,,,,,41.88197,-87.69877
20141124,,,,,41.88197,-87.69877
20142813,ARR,,,,41.87922,-87.69870
20147028,,,,,41.88040,-87.69871
20147029,,,,,41.88040,-87.69871
20147512,OTH,,,,41.87922,-87.69870
20148979,,,,,41.88071,-87.69760
20150670,,,,,41.88040,-87.69871
20150675,,,,,41.88040,-87.69871
20150684,,,,,41.88040,-87.69871
20154055,,,,,41.88152,-87.69876
20154717,,,,,41.87922,-87.69870
20154712,,,N,,41.87922,-87.69870
20157152,ARR,,,,41.88197,-87.69877
20160770,ARR,,,,41.87922,-87.69870
20161851,ARR,,,,41.88152,-87.69876
20162810,,,,,41.87922,-87.69870
20165124,,,,,41.88197,-87.69877
20168650,,,,,41.88197,-87.69877
20168651,,,,,41.88197,-87.69877
20168658,,,,,41.88197,-87.69877
20171832,ARR,,,,41.87922,-87.69967
20171833,ARR,,,,41.87922,-87.69967
20173983,ARR,,,,41.87922,-87.69886
20175443,,,,,41.88196,-87.69952
20176108,,,,,41.87689,-87.69863
20178146,ARR,,,,41.87922,-87.69870
20178902,,,,,41.87922,-87.69870
20183993,,,,,41.87922,-87.69870
20184673,,,,,41.88040,-87.69871
20184664,,,,,41.88040,-87.69871
20184665,,,,,41.88040,-87.69871
20184668,,,,,41.88040,-87.69871
20185297,,,,,41.88197,-87.69877
20185296,,,,,41.88197,-87.69877
20185292,,,,,41.88197,-87.69877
20185293,,,,,41.88197,-87.69877
20185178,,,,,41.88197,-87.69877
20185176,,,,,41.88197,-87.69877
20186292,,,,,41.88197,-87.69877
20186297,,,,,41.88197,-87.69877
20189826,,,,,41.87922,-87.69870
20186084,,,,,41.87922,-87.69870
20186085,,,,,41.87922,-87.69870
20186577,,,,,41.88199,-87.69651
20186580,,,,,41.88199,-87.69651
20188374,,,,,41.88105,-87.69873
20188394,ARR,,,,41.87377,-87.69855
20188931,ARR,,,,41.87688,-87.70109
20189285,ANOV,,,,41.87968,-87.69871
20191794,,,,,41.88197,-87.69877
20191982,,,,,41.87972,-87.70117
20191991,,,,,41.87972,-87.70117
20192398,,,,,41.88105,-87.69873
20193594,ARR,,,,41.87924,-87.69789
20193896,ARR,,,,41.87924,-87.69778
20193958,ARR,,,,41.87972,-87.70117
20195154,ARR,,,,41.87377,-87.69891
20195865,ARR,,,,41.87377,-87.69855
20195882,ARR,,,,41.87377,-87.69855
20197170,,,,,41.88105,-87.69873
20197707,,,,,41.88105,-87.69873
20197873,,,,,41.87924,-87.69756
20198408,ANOV,,,,41.88106,-87.69774
20198412,ANOV,,,,41.87972,-87.70117
20198927,,,,,41.87920,-87.70115
20199414,,,,,41.87922,-87.69870
20199473,ARR,,,,41.87379,-87.69709
20199563,,,,,41.87968,-87.69871
20199565,,,,,41.87968,-87.69871
20199598,ARR,,,,41.87376,-87.69951
20201200,,,,,41.88160,-87.69876
20201064,,,,,41.87678,-87.69740
20201146,,,,,41.88104,-87.69939
20201399,PSC,,,,41.87739,-87.69988
20201402,,,N,,41.88040,-87.69871
20201408,ANOV,,,,41.88105,-87.69873
20201352,,,,,41.88104,-87.69949
20201875,ANOV,,,,41.88106,-87.69770
20203126,ANOV,,,,41.87972,-87.70117
20203131,,,,,41.87972,-87.70117
20205077,,,,,41.87972,-87.70117
20205073,,,,,41.87972,-87.70117
20205329,ARR,,,,41.87972,-87.70117
20205330,ARR,,,,41.88071,-87.69760
20205525,,,,,41.88071,-87.69760
20205442,ANOV,,,,41.87922,-87.69971
20012152,ANOV,,,,42.01624,-87.67907
20014639,,,,,42.01344,-87.68030
20015260,,,,,42.01579,-87.67907
20015259,,,,,42.01579,-87.67907
20015256,,,,,42.01579,-87.67907
20018306,,,,,42.01835,-87.67588
20019316,,,,,42.01300,-87.68165
20019665,,,,,42.01789,-87.67569
20020161,,,,,42.01424,-87.67905
20021142,ARR,,,,42.01792,-87.67941
20022358,OTH,,,,42.01823,-87.67583
20022360,OTH,,,,42.01823,-87.67583
20026896,,,,,42.01811,-87.68299
20029303,,,,,42.01664,-87.67976
20029337,ARR,,,,42.01403,-87.68369
20034257,,,,,42.01591,-87.68166
20037718,ARR,,,,42.01891,-87.68164
20037735,ARR,,,,42.01891,-87.68164
20037776,,,,,42.01891,-87.68164
20037773,,,,,42.01891,-87.68164
20039419,,,,,42.01514,-87.68301
20040457,ARR,,,,42.01497,-87.68402
20040516,,,,,42.01794,-87.68189
20040513,ANOV,,,,42.01794,-87.68189
20040526,,,,,42.01755,-87.68299
20040861,ARR,,,,42.01847,-87.67593
20040968,,,,,42.01428,-87.67895
20041800,,,,,42.01649,-87.68356
20043130,,,,,42.01514,-87.68245
20043227,,,,,42.01792,-87.67982
20043656,,,,,42.01794,-87.68311
20043854,,,,,42.01714,-87.68437
20044462,,,,,42.01848,-87.68452
20044467,,,,,42.01897,-87.68458
20046283,,,,,42.01457,-87.67835
20046285,,,,,42.01457,-87.67835
20047635,,,,,42.01793,-87.68164
20047630,,,,,42.01793,-87.68164
20047631,,,,,42.01793,-87.68164
20048296,,,,,42.01844,-87.67592
20049390,ARR,,,,42.01755,-87.68299
20049500,ARR,,,,42.01755,-87.68299
20049497,ARR,,,,42.01755,-87.68299
20049502,,,,,42.01755,-87.68299
20049425,,,,,42.01412,-87.67930
20049432,,,,,42.01840,-87.68164
20049942,ARR,,,,42.01634,-87.67907
20050009,,,,,42.01794,-87.68193
20053481,,,,,42.01622,-87.67907
20055411,,,,,42.01791,-87.67932
20056933,,,N,,42.01887,-87.68457
20056931,,,,,42.01887,-87.68457
20058257,,,,,42.01497,-87.68049
20059059,ARR,,,,42.01513,-87.68118
20059061,,,,,42.01513,-87.68118
20061464,ARR,,,,42.01514,-87.68301
20064599,,,,,42.01664,-87.67951
20065495,,,,,42.01364,-87.68043
20066203,,,,,42.01883,-87.67904
20066204,,,,,42.01883,-87.67904
20066180,,,,,42.01899,-87.68459
20066417,,,,,42.01793,-87.68172
20068043,ARR,,,,42.01899,-87.68459
20068045,,,,,42.01899,-87.68459
20068048,PSC,,,,42.01860,-87.67599
20068047,ARR,,,,42.01860,-87.67599
20069404,ARR,,,,42.01279,-87.68209
20071026,,,,,42.01899,-87.68459
20071055,,,,,42.01312,-87.68139
20073743,,,,,42.01835,-87.67588
20073742,,,,,42.01835,-87.67588
20073790,,,,,42.01875,-87.67605
20073800,,,,,42.01875,-87.67605
20078904,,,N,,42.01365,-87.68028
20080093,,,,,42.01872,-87.67604
20081181,,,,,42.01514,-87.68301
20081187,,,,,42.01514,-87.68301
20081182,,,,,42.01514,-87.68301
20081990,,,,,42.01878,-87.67606
20082000,,,,,42.01878,-87.67606
20081996,,,,,42.01878,-87.67606
20083012,,,,,42.01646,-87.68079
20083015,,,,,42.01646,-87.68079
20083017,,,,,42.01646,-87.68079
20086362,,,,,42.01892,-87.68458
20086356,,,,,42.01892,-87.68458
20086363,,,,,42.01892,-87.68458
20086359,,,,,42.01892,-87.68458
20086357,,,,,42.01892,-87.68458
20086392,ANOV,,,,42.01870,-87.68455
20088804,,,,,42.01894,-87.68458
20089745,,,,,42.01892,-87.68458
20089747,,,,,42.01892,-87.68458
20089744,,,,,42.01892,-87.68458
20089601,ARR,,,,42.01892,-87.68458
20089602,ARR,,,,42.01892,-87.68458
20090393,,,,,42.01794,-87.68299
20090396,,,,,42.01794,-87.68299
20094301,ARR,,,,42.01403,-87.68369
20095527,,,,,42.01829,-87.68450
20095519,,,,,42.01829,-87.68450
20095525,,,,,42.01829,-87.68450
20095521,,,,,42.01829,-87.68450
20096852,,,,,42.01675,-87.68433
20097122,,,,,42.01892,-87.68458
20097116,,,,,42.01892,-87.68458
20097113,,,,,42.01892,-87.68458
20097119,,,,,42.01892,-87.68458
20104458,,,N,,42.01682,-87.67906
20104479,,,N,,42.01682,-87.67906
20106177,,,,,42.01428,-87.67895
20106178,,,,,42.01428,-87.67895
20107869,,,,,42.01428,-87.67895
20108282,,,,,42.01832,-87.67587
20109146,ARR,,N,,42.01561,-87.67907
20119433,,,,,42.01837,-87.67905
20119379,,,,,42.01837,-87.67905
20120480,,,,,42.01664,-87.68431
20120521,,,,,42.01664,-87.68431
20120519,,,,,42.01664,-87.68431
20120946,,,,,42.01461,-87.67826
20121535,,,,,42.01841,-87.68299
20121524,,,,,42.01841,-87.68299
20121529,,,,,42.01841,-87.68299
20121528,,,,,42.01841,-87.68299
20122596,,,,,42.01841,-87.68299
20123811,,,,,42.01890,-87.67904
20124185,,,,,42.01793,-87.68164
20124954,,,,,42.01841,-87.68299
20124952,,,,,42.01841,-87.68299
20126828,,,,,42.01861,-87.68454
20126827,,,,,42.01861,-87.68454
20126820,,,,,42.01861,-87.68454
20129920,ARR,,,,42.01791,-87.67765
20130770,,,,,42.01600,-87.67907
20130873,,,,,42.01600,-87.67907
20130872,,,,,42.01600,-87.67907
20130773,,,,,42.01600,-87.67907
20130771,,,,,42.01600,-87.67907
20130777,,,,,42.01600,-87.67907
20130775,,,,,42.01600,-87.67907
20130871,,,,,42.01600,-87.67907
20130874,,,,,42.01600,-87.67907
20130875,,,,,42.01600,-87.67907
20131620,,,,,42.01889,-87.68164
20131621,,,,,42.01889,-87.68164
20131627,,,,,42.01889,-87.68164
20132078,,,,,42.01841,-87.68299
20132073,,,,,42.01841,-87.68299
20132066,,,,,42.01841,-87.68299
20132068,,,,,42.01841,-87.68299
20134458,,,,,42.01878,-87.67606
20135103,,,,,42.01878,-87.67606
20139492,ARR,,,,42.01869,-87.67602
20140901,,,,,42.01841,-87.68299
20145953,,,,,42.01901,-87.68459
20153255,,,,,42.01717,-87.68300
20153512,,,,,42.01648,-87.68300
20154388,,,,,42.01841,-87.68299
20154420,,,,,42.01841,-87.68299
20154387,,,,,42.01841,-87.68299
20154418,,,,,42.01841,-87.68299
20156414,ARR,,,,42.01899,-87.68459
20156409,ARR,,,,42.01899,-87.68459
20156311,,,,,42.01717,-87.68437
20156365,,,,,42.01717,-87.68437
20158408,ARR,,,,42.01899,-87.68459
20158413,ARR,,,,42.01899,-87.68459
20158410,ARR,,,,42.01899,-87.68459
20158417,ARR,,,,42.01899,-87.68459
20158713,,,,,42.01664,-87.67976
20159933,ARR,,,,42.01610,-87.68047
20160407,,,,,42.01514,-87.68280
20160403,,,,,42.01514,-87.68280
20161720,ARR,,,,42.01548,-87.68417
20161723,,,,,42.01548,-87.68417
20163251,,,,,42.01532,-87.67675
20165210,,,,,42.01457,-87.67835
20165234,,,,,42.01875,-87.67605
20165233,,,,,42.01875,-87.67605
20166207,,,,,42.01875,-87.67605
20166032,,,,,42.01772,-87.68046
20166528,,,,,42.01792,-87.67941
20169987,,,,,42.01621,-87.68426
20170911,,,,,42.01755,-87.68299
20171151,ARR,,,,42.01901,-87.68459
20171150,ARR,,,,42.01901,-87.68459
20171148,ARR,,,,42.01901,-87.68459
20171891,,,,,42.01870,-87.68164
20172359,ARR,,,,42.01621,-87.68047
20172355,ARR,,,,42.01621,-87.68047
20173155,,,,,42.01689,-87.68434
20173153,,,,,42.01689,-87.68434
20174827,,,,,42.01875,-87.67605
20175592,,,,,42.01794,-87.68299
20175581,,,,,42.01512,-87.68048
20182248,,,,,42.01309,-87.68146
20182685,ANOV,,,,42.01829,-87.67586
20182688,,,,,42.01829,-87.67586
20182694,,,,,42.01829,-87.67586
20184754,,,,,42.01889,-87.68457
20185503,,,,,42.01545,-87.67649
20185501,,,,,42.01545,-87.67649
20185947,,,,,42.01461,-87.67826
20185948,,,,,42.01461,-87.67826
20187107,,,,,42.01794,-87.68299
20187115,,,,,42.01794,-87.68299
20187662,,,,,42.01599,-87.68048
20187752,,,,,42.01646,-87.68047
20189327,ARR,,,,42.01794,-87.68299
20190289,,,,,42.01789,-87.67569
20191361,,,,,42.01424,-87.67905
20191456,,,,,42.01610,-87.68047
20200264,,,,,42.01794,-87.68221
20200257,,,,,42.01794,-87.68299
20200271,,,,,42.01794,-87.68221
20202200,,,,,42.01428,-87.67895
20202785,ARR,,,,42.01806,-87.68447
20203451,,,,,42.01428,-87.67895
20203889,,,,,42.01874,-87.68456
20203892,,,,,42.01874,-87.68456
20203896,,,,,42.01874,-87.68456
20204343,,,,,42.01631,-87.68047
20205343,,,,,42.01590,-87.68048
20015191,,,,,41.99776,-87.68832
20020983,,,,,41.99601,-87.68433
20023488,ARR,,,,41.99652,-87.68862
20023782,,,,,41.99649,-87.68862
20023780,,,,,41.99649,-87.68862
20024260,,,,,41.99054,-87.68721
20024261,,,,,41.99054,-87.68721
20026275,ARR,,,,41.99597,-87.68635
20027925,,,,,41.99595,-87.68773
20027926,,,,,41.99595,-87.68773
20037164,,,,,41.99411,-87.68855
20037151,,,,,41.99411,-87.68855
20038567,ARR,,,,41.99248,-87.68850
20038564,,,,,41.99248,-87.68850
20045346,,,,,41.99154,-87.68847
20045345,ANOV,,,,41.99154,-87.68847
20046275,,,,,41.99274,-87.68851
20047022,ARR,,,,41.99593,-87.68861
20047032,ARR,,,,41.99593,-87.68861
20047098,,,,,41.99649,-87.68862
20047304,,,N,,41.99231,-87.68787
20052023,,,,,41.99631,-87.68862
20059560,,,,,41.99504,-87.68858
20063207,,,,,41.99620,-87.68862
20063201,,,,,41.99620,-87.68862
20063199,,,,,41.99620,-87.68862
20065635,,,,,41.99088,-87.68845
20065634,,,,,41.99088,-87.68845
20067758,,,,,41.99599,-87.68861
20068037,,,,,41.99593,-87.68861
20068035,,,,,41.99593,-87.68861
20068378,,,,,41.99642,-87.68862
20068383,,,N,,41.99642,-87.68862
20068377,,,,,41.99642,-87.68862
20068392,,,,,41.99411,-87.68855
20068391,,,,,41.99411,-87.68855
20069238,,,,,41.99631,-87.68862
20069236,,,,,41.99631,-87.68862
20072559,,,,,41.99335,-87.68729
20073793,,,,,41.99708,-87.68864
20073798,,,,,41.99708,-87.68864
20074294,,,,,41.99052,-87.68844
20074287,,,,,41.99052,-87.68844
20076708,ARR,,,,41.99508,-87.68489
20076629,,,,,41.99620,-87.68862
20076625,,,,,41.99620,-87.68862
20076626,,,,,41.99620,-87.68862
20076641,,,,,41.99620,-87.68862
20077669,,,,,41.99411,-87.68855
20078301,,,,,41.99686,-87.68864
20078306,,,,,41.99474,-87.68857
20078307,,,,,41.99474,-87.68857
20079102,,,,,41.99671,-87.68863
20079399,,,,,41.99656,-87.68618
20079395,,,,,41.99656,-87.68618
20079389,,,,,41.99656,-87.68618
20079388,,,,,41.99656,-87.68618
20083975,,,,,41.99641,-87.68862
20084878,OTH,,,,41.99447,-87.68733
20084882,,,,,41.99447,-87.68733
20084879,OTH,,,,41.99447,-87.68733
20086921,,,N,,41.99229,-87.68849
20088599,,,,,41.99413,-87.68731
20088601,,,,,41.99413,-87.68731
20089079,,,,,41.99165,-87.68847
20090977,,,,,41.99649,-87.68862
20091189,,,,,41.99593,-87.68868
20099377,,,,,41.99554,-87.68614
20101752,,,,,41.99593,-87.68877
20101753,,,,,41.99593,-87.68877
20102644,ARR,,,,41.99434,-87.68856
20102641,ARR,,,,41.99434,-87.68856
20102639,ARR,,,,41.99434,-87.68856
20113029,,,,,41.99593,-87.68861
20115873,,,,,41.99594,-87.68799
20124344,,,,,41.99474,-87.68611
20126703,,,,,41.99593,-87.68881
20126704,,,,,41.99593,-87.68881
20138960,,,,,41.99075,-87.68721
20150739,,,,,41.99704,-87.68742
20150732,,,,,41.99704,-87.68742
20150771,,,,,41.99704,-87.68742
20150742,,,,,41.99704,-87.68742
20150733,,,,,41.99704,-87.68742
20150772,,,,,41.99704,-87.68742
20150770,,,,,41.99704,-87.68742
20150755,,,,,41.99704,-87.68742
20154532,,,,,41.99654,-87.68863
20154534,,KNOWN GANG MEMBER,Y,KNOWN GANG MEMBER,41.99654,-87.68863
20154531,OTH,,,,41.99654,-87.68863
20158331,PSC,,,,41.99649,-87.68740
20158327,ARR,,,,41.99649,-87.68740
20158311,OTH,,,,41.99594,-87.68791
20158506,,,,,41.99174,-87.68848
20158508,ARR,,,,41.99174,-87.68848
20158507,,,,,41.99174,-87.68848
20158512,,,,,41.99174,-87.68848
20162366,,,,,41.99411,-87.68855
20162371,,,,,41.99411,-87.68855
20162361,,,,,41.99411,-87.68855
20172686,,,,,41.99231,-87.68787
20172688,,,,,41.99231,-87.68787
20173448,,,,,41.99467,-87.68857
20175744,,,,,41.99597,-87.68617
20178370,OTH,,,,41.99051,-87.68904
20178372,,,,,41.99051,-87.68904
20178354,OTH,,,,41.99051,-87.68904
20178355,OTH,,,,41.99051,-87.68904
20184938,,,,,41.99054,-87.68721
20193058,ANOV,,,,41.99778,-87.68680
20193056,,,,,41.99778,-87.68680
20193072,,,,,41.99778,-87.68680
20197388,,,,,41.99054,-87.68721
20197389,,,,,41.99054,-87.68721
20200891,,,,,41.99779,-87.68630
20200952,,,,,41.99779,-87.68630
20206245,,,,,41.99775,-87.68866
20206246,,,,,41.99775,-87.68866
20206262,ARR,,,,41.99775,-87.68866
20015017,ARR,,,,41.96870,-87.68286
20015016,ARR,,,,41.96870,-87.68286
20016083,,,,,41.97511,-87.68792
