ssl_score,race,sex,age,count
321,Unknown-Not-Listed,Men,20-30,20
321,Black,Women,30-40,11
321,Black,Men,30-40,38
321,Black,Men,<20,134
321,Hispanic,Men,40-50,1
321,Black,Women,20-30,723
321,Black,Men,20-30,1287
321,Hispanic,Women,<20,18
321,Asian,Women,20-30,18
321,Hispanic,Men,20-30,868
321,White,Men,<20,59
321,Asian,Men,20-30,48
321,White,Women,<20,24
321,Asian,Men,<20,2
321,Black,Women,<20,65
321,Unknown-Not-Listed,Women,20-30,9
321,White,Women,20-30,255
322,White,Men,20-30,527
322,Unknown-Not-Listed,Men,20-30,11
322,Black,Men,40-50,1
322,Asian,Men,20-30,32
322,Hispanic,Men,20-30,560
322,Hispanic,Women,20-30,161
322,Asian,Women,<20,1
322,Black,Men,30-40,19
322,Black,Women,<20,60
322,White,Men,<20,51
322,Unknown-Not-Listed,Men,<20,1
322,Asian,Men,<20,2
322,Hispanic,Men,30-40,6
322,Hispanic,Men,<20,68
322,Asian,Women,20-30,12
322,Black,Men,20-30,964
322,Black,Men,<20,124
322,White,Women,20-30,189
322,Hispanic,Women,<20,14
322,Black,Women,30-40,2
322,White,Women,<20,15
322,Black,Women,20-30,435
322,Unknown-Not-Listed,Women,20-30,4
322,White,Men,30-40,1
323,Hispanic,Women,<20,151
323,Asian,Men,30-40,1
323,White,Men,<20,276
323,Asian,Men,<20,17
323,Hispanic,Men,30-40,2
323,Asian,Men,20-30,8
323,Black,Men,20-30,729
323,White,Other,<20,1
323,White,Men,30-40,1
323,Black,Men,30-40,23
323,Black,Women,30-40,4
323,Black,Men,<20,455
323,Unknown-Not-Listed,Women,20-30,1
323,Hispanic,Men,20-30,345
323,White,Women,<20,145
323,White,Women,20-30,67
323,Hispanic,Women,20-30,58
323,Black,Men,40-50,1
323,Asian,Women,<20,5
323,Unknown-Not-Listed,Men,20-30,5
323,Black,Women,<20,379
323,Hispanic,Men,<20,385
323,Unknown-Not-Listed,Women,<20,1
323,Black,Men,50-60,1
323,Unknown-Not-Listed,Men,<20,9
323,Black,Women,20-30,219
323,White,Men,20-30,267
324,Hispanic,Men,<20,81
324,Black,Women,20-30,173
324,Black,Women,<20,69
324,White,Men,20-30,133
324,Asian,Men,<20,2
324,White,Women,<20,13
324,White,Men,30-40,3
324,Hispanic,Women,20-30,55
324,White,Women,20-30,51
324,Unknown-Not-Listed,Men,<20,2
324,Hispanic,Men,30-40,3
324,Black,Men,<20,135
324,Hispanic,Women,30-40,2
324,Asian,Men,20-30,8
324,White,Men,<20,49
324,Hispanic,Women,<20,29
324,Hispanic,Men,20-30,287
324,White,Women,30-40,1
324,Asian,Women,<20,1
324,Unknown-Not-Listed,Men,20-30,8
324,Black,Women,30-40,3
324,Black,Men,40-50,1
324,Black,Men,20-30,689
324,Asian,Women,20-30,1
324,Black,Men,30-40,18
325,Black,Women,20-30,447
325,Hispanic,Men,<20,121
325,White,Men,<20,49
325,White,Women,<20,17
325,Unknown-Not-Listed,Women,20-30,8
325,White,Men,20-30,344
325,Black,Women,30-40,5
325,Black,Men,30-40,19
325,Asian,Women,20-30,6
325,Hispanic,Women,20-30,124
325,Hispanic,Men,20-30,524
325,White,Women,20-30,146
325,Hispanic,Men,30-40,3
325,Asian,Men,20-30,27
325,Asian,Men,<20,1
325,Hispanic,Women,30-40,1
325,Asian,Men,30-40,1
325,Black,Women,<20,82
325,Black,Men,<20,185
325,Unknown-Not-Listed,Women,<20,1
325,Unknown-Not-Listed,Men,20-30,7
325,White,Men,30-40,1
325,Black,Men,20-30,944
325,Hispanic,Women,<20,30
325,White,Men,40-50,1
326,Asian,Men,20-30,30
326,Unknown-Not-Listed,Men,20-30,16
326,Hispanic,Other,<20,1
326,Asian,Men,<20,19
326,Black,Men,30-40,21
326,Asian,Women,20-30,6
326,Black,Men,<20,393
326,Hispanic,Women,20-30,158
326,Unknown-Not-Listed,Men,30-40,1
326,Asian,Women,<20,14
326,White,Women,<20,108
326,Hispanic,Men,20-30,612
326,Unknown-Not-Listed,Men,<20,10
326,White,Men,20-30,526
326,Black,Other,20-30,2
326,Black,Men,20-30,1007
326,White,Women,20-30,180
326,Hispanic,Men,<20,340
326,White,Women,30-40,1
326,White,Men,<20,288
326,Unknown-Not-Listed,Women,<20,6
326,Unknown-Not-Listed,Women,20-30,2
326,Black,Women,<20,373
326,Hispanic,Women,<20,152
326,Black,Women,20-30,439
326,Hispanic,Men,30-40,8
326,Black,Women,30-40,2
327,Asian,Men,20-30,9
327,Unknown-Not-Listed,Women,20-30,2
327,Hispanic,Women,<20,166
327,Black,Men,<20,532
327,Hispanic,Women,20-30,46
327,Black,Men,20-30,659
327,White,Men,<20,377
327,Asian,Women,<20,7
327,Unknown-Not-Listed,Men,20-30,2
327,Asian,Men,<20,17
327,Unknown-Not-Listed,Women,<20,3
327,White,Women,<20,124
327,White,Women,20-30,41
327,White,Men,30-40,1
327,Black,Women,30-40,1
327,Asian,Women,20-30,1
327,Black,Women,20-30,164
327,Black,Women,<20,403
327,Black,Men,30-40,20
327,Hispanic,Men,20-30,256
327,Unknown-Not-Listed,Men,<20,9
327,Hispanic,Men,<20,359
327,White,Men,20-30,154
327,Hispanic,Men,30-40,3
327,Black,Men,40-50,1
328,White,Men,30-40,1
328,Asian,Men,20-30,2
328,Unknown-Not-Listed,Men,<20,5
328,Hispanic,Women,<20,35
328,Black,Women,20-30,83
328,Hispanic,Men,30-40,3
328,White,Men,20-30,121
328,Unknown-Not-Listed,Men,20-30,5
328,Asian,Women,<20,1
328,Hispanic,Men,20-30,214
328,Black,Men,<20,228
328,Unknown-Not-Listed,Women,20-30,3
328,Black,Other,<20,1
328,Black,Men,40-50,4
328,Asian,Women,20-30,1
328,Hispanic,Men,<20,120
328,White,Women,30-40,1
328,Black,Men,30-40,12
328,White,Women,<20,29
328,Black,Women,<20,123
328,White,Men,<20,79
328,Black,Women,30-40,2
328,Black,Men,20-30,562
328,Asian,Men,<20,3
328,Hispanic,Women,20-30,32
328,White,Women,20-30,29
329,Hispanic,Men,30-40,5
329,Unknown-Not-Listed,Women,20-30,5
329,Unknown-Not-Listed,Men,20-30,12
329,Hispanic,Women,20-30,133
329,Asian,Men,<20,2
329,Asian,Men,20-30,14
329,Asian,Women,<20,1
329,Black,Women,20-30,407
329,Hispanic,Men,<20,132
329,Black,Men,30-40,26
329,Hispanic,Men,20-30,475
329,White,Men,30-40,3
329,Black,Men,<20,270
329,White,Women,20-30,140
329,White,Men,20-30,361
329,White,Men,<20,79
329,Black,Men,20-30,834
329,Hispanic,Women,<20,28
329,White,Women,<20,20
329,Black,Women,<20,79
329,Asian,Women,20-30,10
330,Unknown-Not-Listed,Women,<20,2
330,White,Women,20-30,53
330,Hispanic,Women,20-30,37
330,Unknown-Not-Listed,Men,<20,18
330,Black,Men,20-30,555
330,White,Men,<20,550
330,Black,Women,<20,607
330,White,Men,20-30,183
330,Asian,Men,20-30,12
330,Black,Women,30-40,1
330,Asian,Men,<20,36
330,Hispanic,Men,30-40,5
330,Hispanic,Women,<20,256
330,Black,Men,30-40,13
330,White,Women,<20,220
330,White,Men,30-40,3
330,Black,Women,20-30,170
330,Hispanic,Men,<20,597
330,Unknown-Not-Listed,Men,20-30,4
330,Black,Men,<20,771
330,Asian,Women,<20,17
330,Hispanic,Men,20-30,252
331,White,Men,30-40,1
331,Black,Women,<20,408
331,Black,Men,<20,603
331,Asian,Women,<20,8
331,Unknown-Not-Listed,Women,<20,2
331,White,Men,40-50,1
331,Asian,Men,<20,8
331,Black,Women,20-30,104
331,Asian,Women,20-30,1
331,Unknown-Not-Listed,Men,<20,9
331,Hispanic,Women,20-30,38
331,White,Women,<20,138
331,Hispanic,Women,<20,151
331,Hispanic,Men,20-30,168
331,Black,Women,30-40,2
331,Unknown-Not-Listed,Men,20-30,4
331,Black,Men,20-30,487
331,White,Men,<20,367
331,White,Women,20-30,25
331,Asian,Men,20-30,4
331,White,Men,20-30,90
331,Hispanic,Men,30-40,4
331,Hispanic,Men,<20,397
331,Black,Men,30-40,18
332,White,Men,30-40,1
332,Hispanic,Men,<20,147
332,Hispanic,Women,<20,31
332,White,Women,20-30,30
332,Unknown-Not-Listed,Women,<20,3
332,White,Women,<20,23
332,Asian,Men,20-30,8
332,Black,Men,<20,256
332,Black,Women,30-40,1
332,Black,Men,30-40,10
332,Black,Women,<20,134
332,Black,Men,20-30,473
332,Unknown-Not-Listed,Men,<20,2
332,Hispanic,Women,20-30,23
332,Asian,Men,<20,2
332,White,Men,<20,82
332,Hispanic,Men,30-40,2
332,White,Men,20-30,77
332,Black,Women,20-30,68
332,Hispanic,Men,20-30,164
333,Asian,Women,<20,7
333,Hispanic,Men,30-40,3
333,Asian,Men,<20,18
333,White,Men,<20,303
333,Hispanic,Women,<20,142
333,Black,Men,20-30,417
333,Black,Women,30-40,1
333,Black,Men,30-40,14
333,Asian,Men,20-30,3
333,Black,Women,<20,336
333,Black,Men,40-50,2
333,Hispanic,Men,20-30,126
333,White,Men,20-30,79
333,Hispanic,Women,20-30,20
333,Unknown-Not-Listed,Men,<20,16
333,Black,Women,20-30,71
333,Unknown-Not-Listed,Women,<20,4
333,Unknown-Not-Listed,Men,20-30,4
333,White,Women,<20,119
333,Hispanic,Men,<20,468
333,White,Women,20-30,19
333,Black,Men,<20,569
334,Unknown-Not-Listed,Men,20-30,9
334,Black,Men,20-30,494
334,Hispanic,Women,20-30,28
334,Hispanic,Women,<20,241
334,Asian,Women,20-30,2
334,White,Women,30-40,1
334,Hispanic,Men,30-40,5
334,Black,Men,30-40,9
334,Black,Women,30-40,3
334,Asian,Women,<20,12
334,Unknown-Not-Listed,Men,<20,10
334,Unknown-Not-Listed,Women,<20,6
334,Hispanic,Men,<20,688
334,Black,Men,<20,786
334,White,Men,20-30,106
334,Asian,Men,<20,41
334,Asian,Men,20-30,3
334,White,Women,20-30,31
334,Hispanic,Men,20-30,150
334,Hispanic,Men,40-50,1
334,Black,Women,<20,570
334,Unknown-Not-Listed,Men,30-40,1
334,White,Men,<20,583
334,Unknown-Not-Listed,Women,20-30,1
334,White,Women,<20,253
334,Black,Women,20-30,97
335,Asian,Women,<20,5
335,Black,Men,<20,631
335,White,Men,30-40,1
335,Hispanic,Women,<20,116
335,Asian,Men,<20,15
335,Unknown-Not-Listed,Men,20-30,4
335,White,Men,20-30,69
335,Black,Women,30-40,1
335,Hispanic,Women,20-30,13
335,Black,Men,30-40,7
335,Black,Men,20-30,372
335,Black,Other,<20,1
335,Unknown-Not-Listed,Men,<20,6
335,White,Women,<20,125
335,White,Women,20-30,15
335,Hispanic,Men,<20,426
335,White,Men,<20,307
335,Hispanic,Men,30-40,7
335,Hispanic,Men,20-30,117
335,Black,Women,<20,452
335,Unknown-Not-Listed,Women,<20,4
335,Black,Women,20-30,58
336,Asian,Men,20-30,2
336,Black,Men,<20,327
336,White,Men,<20,88
336,Hispanic,Men,20-30,97
336,Asian,Men,<20,6
336,Hispanic,Men,<20,170
336,Black,Women,<20,144
336,Black,Men,40-50,1
336,Unknown-Not-Listed,Men,<20,2
336,White,Men,20-30,47
336,Black,Women,40-50,1
336,White,Men,30-40,1
336,Black,Men,30-40,7
336,Black,Women,20-30,40
336,White,Women,<20,25
336,Asian,Women,<20,3
336,Unknown-Not-Listed,Women,20-30,1
336,White,Women,20-30,7
336,Black,Men,20-30,394
336,Unknown-Not-Listed,Men,20-30,1
336,Hispanic,Women,20-30,13
336,Hispanic,Women,<20,40
336,Hispanic,Men,30-40,3
337,Unknown-Not-Listed,Women,<20,2
337,Hispanic,Men,20-30,96
337,Black,Men,40-50,1
337,Black,Men,<20,560
337,Hispanic,Men,<20,462
337,Hispanic,Women,20-30,13
337,Asian,Men,<20,25
337,White,Women,<20,138
337,White,Men,20-30,47
337,Black,Women,<20,319
337,Asian,Men,20-30,7
337,Hispanic,Men,30-40,1
337,Black,Men,30-40,14
337,Hispanic,Men,40-50,1
337,Hispanic,Women,<20,157
337,White,Women,20-30,14
337,Black,Women,20-30,55
337,White,Men,<20,334
337,Unknown-Not-Listed,Men,<20,7
337,Unknown-Not-Listed,Men,20-30,3
337,White,Men,30-40,1
337,Black,Men,20-30,341
337,Asian,Women,<20,3
338,Asian,Women,20-30,1
338,Asian,Women,<20,12
338,Unknown-Not-Listed,Women,<20,9
338,White,Women,<20,172
338,Hispanic,Men,30-40,2
338,Hispanic,Men,20-30,110
338,White,Women,30-40,1
338,Asian,Men,20-30,4
338,Unknown-Not-Listed,Men,<20,11
338,Black,Men,<20,821
338,Asian,Men,<20,27
338,Black,Women,<20,590
338,Black,Men,20-30,384
338,Unknown-Not-Listed,Men,20-30,1
338,White,Men,<20,486
338,Hispanic,Men,<20,664
338,Black,Men,30-40,13
338,White,Women,20-30,13
338,Hispanic,Women,<20,267
338,Hispanic,Women,20-30,12
338,White,Men,20-30,54
338,Black,Women,20-30,80
339,Black,Men,20-30,261
339,White,Men,<20,250
339,Hispanic,Women,<20,126
339,White,Men,20-30,26
339,White,Women,20-30,6
339,Black,Men,<20,564
339,Black,Women,20-30,37
339,Hispanic,Women,20-30,6
339,Hispanic,Men,20-30,82
339,Black,Women,<20,393
339,Black,Men,40-50,1
339,Unknown-Not-Listed,Men,20-30,4
339,Asian,Men,20-30,3
339,White,Women,<20,93
339,Asian,Women,<20,6
339,Black,Men,30-40,10
339,Asian,Men,<20,10
339,Hispanic,Men,<20,289
339,Unknown-Not-Listed,Men,<20,6
339,Black,Women,30-40,2
340,White,Men,20-30,30
340,White,Women,<20,22
340,Asian,Men,<20,6
340,White,Women,20-30,6
340,Hispanic,Women,20-30,5
340,Black,Women,<20,153
340,White,Men,<20,114
340,Unknown-Not-Listed,Men,<20,1
340,Hispanic,Women,30-40,1
340,White,Men,40-50,1
340,Hispanic,Men,20-30,70
340,Black,Men,20-30,265
340,Black,Men,30-40,8
340,Black,Women,20-30,38
340,Unknown-Not-Listed,Women,20-30,1
340,Black,Women,30-40,1
340,Hispanic,Men,30-40,2
340,Hispanic,Men,<20,187
340,Black,Men,<20,362
340,Asian,Men,20-30,1
340,Hispanic,Women,<20,58
341,Hispanic,Men,20-30,75
341,Hispanic,Men,30-40,4
341,Black,Men,20-30,312
341,White,Women,20-30,8
341,Asian,Men,20-30,2
341,Black,Women,<20,315
341,Black,Men,<20,566
341,Hispanic,Men,<20,397
341,Unknown-Not-Listed,Men,<20,8
341,White,Men,20-30,24
341,White,Women,<20,107
341,Asian,Men,<20,12
341,White,Men,<20,285
341,Hispanic,Women,<20,152
341,Black,Women,30-40,3
341,Black,Men,40-50,1
341,Black,Women,20-30,50
341,Unknown-Not-Listed,Women,<20,1
341,Asian,Women,<20,9
341,Hispanic,Women,30-40,1
341,Black,Men,30-40,8
341,Black,Other,<20,1
341,Hispanic,Women,20-30,9
342,Hispanic,Women,20-30,12
342,Hispanic,Men,30-40,2
342,Asian,Women,<20,4
342,Black,Women,20-30,70
342,Hispanic,Men,20-30,69
342,Black,Men,20-30,308
342,White,Women,20-30,3
342,Unknown-Not-Listed,Women,20-30,1
342,Hispanic,Other,<20,1
342,Black,Women,<20,533
342,Asian,Men,20-30,4
342,Asian,Men,<20,28
342,Hispanic,Men,<20,507
342,Black,Men,<20,774
342,Black,Men,30-40,10
342,Unknown-Not-Listed,Women,<20,5
342,White,Men,20-30,37
342,Black,Men,50-60,1
342,White,Men,<20,351
342,Unknown-Not-Listed,Men,20-30,1
342,Hispanic,Women,<20,188
342,Unknown-Not-Listed,Men,<20,5
342,White,Women,<20,128
343,Hispanic,Men,30-40,1
343,White,Men,30-40,1
343,Asian,Men,20-30,1
343,Hispanic,Women,20-30,8
343,Black,Women,20-30,28
343,Asian,Men,<20,12
343,Asian,Women,<20,6
343,Hispanic,Men,20-30,56
343,Black,Men,40-50,2
343,Unknown-Not-Listed,Men,<20,4
343,Black,Men,20-30,217
343,Hispanic,Women,<20,102
343,Hispanic,Men,<20,309
343,Black,Women,<20,303
343,Black,Men,<20,580
343,White,Men,20-30,27
343,Black,Men,30-40,6
343,White,Women,<20,83
343,White,Men,<20,222
343,Unknown-Not-Listed,Women,<20,3
343,White,Women,20-30,2
344,Hispanic,Women,<20,33
344,White,Women,20-30,4
344,Black,Men,20-30,212
344,Black,Women,20-30,24
344,Hispanic,Men,<20,175
344,Unknown-Not-Listed,Men,<20,3
344,White,Men,<20,77
344,Black,Men,30-40,4
344,White,Women,<20,19
344,Hispanic,Men,30-40,2
344,Black,Women,<20,144
344,White,Men,20-30,15
344,Asian,Women,20-30,1
344,Unknown-Not-Listed,Women,<20,1
344,Hispanic,Women,20-30,6
344,Unknown-Not-Listed,Women,20-30,1
344,Asian,Men,20-30,1
344,Hispanic,Women,30-40,1
344,Unknown-Not-Listed,Men,20-30,1
344,White,Men,30-40,1
344,Asian,Men,<20,2
344,Black,Men,<20,351
344,Hispanic,Men,20-30,60
345,Asian,Men,20-30,3
345,Unknown-Not-Listed,Women,<20,2
345,White,Women,<20,69
345,Hispanic,Women,<20,95
345,White,Women,20-30,4
345,Hispanic,Men,<20,342
345,Black,Women,<20,297
345,Unknown-Not-Listed,Men,<20,7
345,Black,Men,20-30,241
345,Asian,Men,<20,16
345,Black,Men,<20,537
345,Black,Women,20-30,49
345,Black,Men,30-40,10
345,White,Men,20-30,21
345,Hispanic,Men,20-30,75
345,White,Men,<20,197
345,Black,Women,40-50,1
345,Hispanic,Women,20-30,6
345,Asian,Women,<20,7
346,Hispanic,Women,20-30,6
346,White,Men,<20,302
346,White,Women,<20,103
346,Hispanic,Men,<20,456
346,Black,Women,20-30,37
346,Black,Women,30-40,2
346,Asian,Women,<20,5
346,Black,Men,<20,758
346,Unknown-Not-Listed,Men,<20,11
346,Black,Women,<20,479
346,White,Women,20-30,5
346,White,Men,20-30,19
346,Black,Men,20-30,209
346,Asian,Men,30-40,1
346,Hispanic,Women,<20,159
346,Asian,Men,20-30,2
346,White,Men,30-40,1
346,Asian,Men,<20,18
346,Hispanic,Men,20-30,60
346,White,Men,50-60,1
346,Unknown-Not-Listed,Women,<20,1
346,Black,Men,30-40,7
347,White,Men,<20,153
347,Hispanic,Women,<20,69
347,Black,Women,<20,242
347,White,Women,20-30,2
347,Hispanic,Men,<20,278
347,Asian,Women,20-30,1
347,White,Men,20-30,11
347,Hispanic,Men,20-30,45
347,White,Women,<20,45
347,Hispanic,Women,20-30,5
347,Black,Men,<20,505
347,White,Men,30-40,1
347,Black,Women,20-30,37
347,Black,Men,20-30,208
347,Black,Men,30-40,10
347,Black,Women,30-40,2
347,Asian,Men,20-30,2
347,Asian,Men,<20,12
347,Hispanic,Men,30-40,1
347,Unknown-Not-Listed,Men,<20,2
348,Hispanic,Women,<20,35
348,Black,Men,30-40,4
348,White,Men,<20,70
348,Hispanic,Men,20-30,45
348,Black,Men,<20,323
348,Hispanic,Women,20-30,6
348,Hispanic,Men,<20,120
348,Black,Women,20-30,21
348,Black,Women,<20,120
348,Black,Men,20-30,219
348,Asian,Men,<20,3
348,White,Women,20-30,3
348,White,Women,<20,21
348,Unknown-Not-Listed,Men,<20,2
348,White,Men,20-30,13
349,Black,Women,20-30,41
349,White,Men,20-30,19
349,White,Women,<20,45
349,Black,Men,20-30,216
349,Unknown-Not-Listed,Men,20-30,3
349,Black,Women,<20,279
349,Black,Men,30-40,5
349,White,Women,20-30,6
349,Unknown-Not-Listed,Men,<20,5
349,White,Men,<20,140
349,Unknown-Not-Listed,Women,<20,1
349,Black,Men,40-50,1
349,Black,Men,<20,463
349,Hispanic,Men,<20,235
349,Hispanic,Men,20-30,64
349,Hispanic,Men,30-40,1
349,Asian,Men,<20,4
349,Asian,Women,<20,3
349,Hispanic,Women,<20,91
349,Hispanic,Women,20-30,14
349,Hispanic,Women,30-40,1
350,White,Men,20-30,15
350,White,Women,<20,74
350,Black,Men,<20,656
350,Black,Women,<20,387
350,Hispanic,Women,20-30,6
350,Unknown-Not-Listed,Women,<20,2
350,Black,Men,20-30,173
350,White,Women,20-30,4
350,Unknown-Not-Listed,Men,20-30,1
350,Hispanic,Men,20-30,43
350,Unknown-Not-Listed,Men,<20,7
350,Black,Men,30-40,4
350,Black,Women,30-40,2
350,Black,Women,40-50,1
350,Black,Women,20-30,36
350,Hispanic,Men,<20,360
350,White,Men,<20,186
350,White,Other,<20,1
350,Asian,Women,<20,8
350,Hispanic,Women,<20,143
350,Asian,Men,<20,15
351,White,Women,<20,23
351,Black,Men,<20,423
351,Hispanic,Women,<20,59
351,Unknown-Not-Listed,Men,<20,1
351,Black,Women,<20,180
351,White,Men,20-30,12
351,White,Men,<20,80
351,White,Women,20-30,5
351,Black,Men,30-40,5
351,Hispanic,Men,20-30,47
351,Hispanic,Men,<20,173
351,Black,Women,20-30,38
351,Black,Men,20-30,175
351,Hispanic,Men,30-40,1
351,Black,Women,30-40,1
351,Asian,Men,<20,4
351,Hispanic,Women,20-30,3
351,Asian,Women,<20,1
352,Unknown-Not-Listed,Men,20-30,1
352,Hispanic,Men,30-40,1
352,White,Men,<20,48
352,Hispanic,Women,20-30,4
352,Black,Women,20-30,24
352,Black,Men,20-30,148
352,Unknown-Not-Listed,Men,<20,1
352,Hispanic,Men,<20,134
352,Black,Women,<20,95
352,White,Men,20-30,6
352,White,Women,20-30,2
352,White,Women,<20,17
352,Black,Men,<20,308
352,Asian,Men,<20,3
352,Hispanic,Women,<20,30
352,Hispanic,Men,20-30,37
353,Unknown-Not-Listed,Women,20-30,1
353,Hispanic,Women,<20,74
353,Hispanic,Men,20-30,49
353,Hispanic,Women,20-30,5
353,Black,Men,<20,492
353,Hispanic,Men,<20,231
353,Black,Men,30-40,5
353,Black,Women,<20,298
353,Unknown-Not-Listed,Men,<20,7
353,Black,Men,20-30,182
353,Asian,Men,<20,10
353,Black,Women,20-30,42
353,White,Men,<20,104
353,Asian,Women,<20,3
353,Unknown-Not-Listed,Men,20-30,1
353,White,Women,<20,42
353,White,Men,30-40,1
353,White,Men,20-30,14
353,White,Women,20-30,1
353,Black,Women,30-40,1
353,Hispanic,Men,30-40,4
353,Unknown-Not-Listed,Women,<20,1
354,Asian,Women,<20,5
354,White,Women,<20,35
354,Unknown-Not-Listed,Men,<20,4
354,Hispanic,Men,20-30,36
354,White,Men,<20,135
354,Black,Women,<20,272
354,Black,Men,30-40,5
354,Unknown-Not-Listed,Men,20-30,1
354,Black,Men,<20,534
354,Hispanic,Women,<20,76
354,Unknown-Not-Listed,Women,<20,1
354,Hispanic,Women,20-30,4
354,Black,Women,20-30,21
354,Asian,Men,<20,12
354,White,Men,20-30,7
354,White,Women,20-30,1
354,Hispanic,Men,<20,258
354,Black,Men,20-30,156
355,Hispanic,Men,20-30,42
355,Black,Women,20-30,19
355,Hispanic,Women,30-40,1
355,Hispanic,Men,<20,152
355,Hispanic,Women,<20,40
355,White,Men,<20,66
355,White,Women,<20,9
355,Black,Men,<20,360
355,Black,Women,<20,160
355,White,Men,20-30,9
355,Black,Women,40-50,2
355,Black,Men,20-30,156
355,Black,Men,30-40,6
355,Hispanic,Women,20-30,3
355,Asian,Men,<20,6
356,White,Women,<20,5
356,Hispanic,Women,<20,21
356,Black,Men,20-30,152
356,Hispanic,Men,20-30,28
356,Hispanic,Men,<20,123
356,Black,Women,<20,90
356,Asian,Men,20-30,1
356,White,Men,20-30,7
356,Asian,Men,<20,5
356,Unknown-Not-Listed,Men,<20,2
356,White,Men,<20,25
356,White,Women,20-30,1
356,Black,Men,30-40,4
356,Black,Women,20-30,17
356,Hispanic,Men,30-40,1
356,Hispanic,Women,20-30,3
356,Black,Men,<20,301
357,White,Men,<20,60
357,Black,Men,30-40,3
357,Hispanic,Men,<20,168
357,White,Women,20-30,3
357,White,Men,20-30,12
357,Asian,Men,<20,4
357,Unknown-Not-Listed,Men,20-30,1
357,Black,Women,20-30,33
357,Black,Women,<20,173
357,Black,Men,<20,417
357,Hispanic,Women,20-30,9
357,Unknown-Not-Listed,Women,<20,2
357,Hispanic,Men,20-30,35
357,Unknown-Not-Listed,Men,<20,2
357,Hispanic,Women,<20,46
357,White,Women,<20,30
357,Asian,Men,20-30,1
357,Asian,Women,<20,1
357,White,Women,30-40,1
357,Black,Men,20-30,118
358,Asian,Men,<20,3
358,Black,Men,20-30,132
358,Black,Women,<20,208
358,Asian,Women,<20,2
358,Black,Men,<20,439
358,Unknown-Not-Listed,Women,<20,1
358,Hispanic,Men,20-30,38
358,Hispanic,Men,<20,191
358,Hispanic,Women,<20,48
358,White,Women,20-30,1
358,Hispanic,Women,20-30,4
358,Black,Men,30-40,4
358,Black,Women,20-30,20
358,Unknown-Not-Listed,Men,<20,2
358,White,Men,30-40,1
358,White,Men,<20,62
358,White,Women,<20,22
358,Unknown-Not-Listed,Men,20-30,1
358,White,Men,20-30,11
359,Black,Women,30-40,1
359,White,Women,<20,9
359,Unknown-Not-Listed,Men,20-30,1
359,Black,Men,30-40,8
359,Black,Other,20-30,1
359,Hispanic,Women,<20,19
359,Asian,Women,<20,1
359,White,Women,20-30,1
359,White,Men,20-30,7
359,Unknown-Not-Listed,Men,<20,1
359,Black,Men,<20,298
359,Asian,Men,<20,3
359,Black,Women,20-30,16
359,Hispanic,Men,<20,100
359,Hispanic,Women,20-30,5
359,Black,Men,20-30,121
359,White,Men,<20,34
359,Black,Women,<20,84
359,Hispanic,Men,20-30,24
360,Black,Women,20-30,12
360,Asian,Men,20-30,1
360,White,Men,30-40,1
360,Hispanic,Men,20-30,26
360,Black,Women,<20,54
360,Black,Men,20-30,124
360,White,Women,20-30,1
360,Hispanic,Women,<20,14
360,Hispanic,Men,<20,91
360,Asian,Men,<20,2
360,White,Women,<20,4
360,White,Men,20-30,6
360,White,Men,<20,14
360,Hispanic,Women,20-30,3
360,Black,Men,<20,230
360,Black,Men,30-40,2
361,Black,Men,<20,337
361,Black,Men,20-30,125
361,Asian,Men,<20,2
361,Hispanic,Men,30-40,1
361,White,Women,<20,9
361,White,Women,20-30,1
361,Asian,Men,20-30,1
361,Asian,Men,30-40,1
361,White,Men,30-40,1
361,Black,Women,30-40,1
361,White,Men,20-30,6
361,White,Men,<20,35
361,Unknown-Not-Listed,Women,<20,1
361,Hispanic,Men,<20,110
361,Hispanic,Women,20-30,8
361,Black,Women,<20,109
361,Hispanic,Men,20-30,26
361,Black,Women,20-30,26
361,Black,Men,30-40,3
361,Hispanic,Women,<20,21
362,Black,Women,<20,141
362,Black,Men,50-60,1
362,Black,Men,30-40,3
362,Black,Women,20-30,13
362,Black,Women,30-40,2
362,Hispanic,Women,20-30,4
362,White,Women,<20,8
362,White,Men,<20,46
362,Asian,Men,<20,2
362,Asian,Women,<20,1
362,White,Men,20-30,2
362,Black,Men,<20,342
362,Hispanic,Men,<20,131
362,Hispanic,Women,<20,27
362,Hispanic,Men,20-30,22
362,Black,Men,20-30,112
363,Hispanic,Men,<20,81
363,Asian,Men,<20,1
363,Hispanic,Women,<20,15
363,Asian,Women,20-30,1
363,Black,Women,20-30,10
363,Black,Men,<20,228
363,Black,Men,30-40,3
363,White,Men,20-30,3
363,White,Women,<20,4
363,Unknown-Not-Listed,Men,20-30,1
363,Black,Men,20-30,106
363,White,Women,20-30,1
363,Hispanic,Men,20-30,22
363,Hispanic,Women,20-30,2
363,White,Men,<20,21
363,Black,Women,<20,64
364,White,Women,20-30,1
364,Black,Women,20-30,15
364,Black,Women,<20,50
364,Hispanic,Women,<20,11
364,Black,Men,30-40,2
364,Hispanic,Women,20-30,2
364,Asian,Women,<20,2
364,Hispanic,Men,20-30,30
364,Asian,Men,<20,1
364,Black,Men,40-50,1
364,White,Men,<20,15
364,White,Women,<20,3
364,Hispanic,Men,<20,62
364,Black,Men,20-30,111
364,White,Men,20-30,7
364,Black,Men,<20,196
365,Hispanic,Men,20-30,34
